series,code,,set_name,supertype,rarity,card_number,card_title,pokemon,release_date,normal_price,holo_price,rev_holo_price,price
Sword & Shield,,swsh2-139,Rebel Clash,Pokémon,Rare,139,Zacian,888,5/1/2020,0.65,,0.85,0.85
Sword & Shield,,swsh2-140,Rebel Clash,Pokémon,Rare,140,Zamazenta,889,5/1/2020,0.45,,0.89,0.89
Sword & Shield,,swsh2-141,Rebel Clash,Pokémon,Rare,141,Snorlax,143,5/1/2020,0.39,,0.56,0.56
Sword & Shield,,swsh2-142,Rebel Clash,Pokémon,Uncommon,142,Chatot,441,5/1/2020,0.06,,0.23,0.23
Sword & Shield,,swsh2-143,Rebel Clash,Pokémon,Common,143,Pidove,519,5/1/2020,0.06,,0.17,0.17
Sword & Shield,,swsh2-144,Rebel Clash,Pokémon,Uncommon,144,Tranquill,520,5/1/2020,0.06,,0.17,0.17
Sword & Shield,,swsh2-145,Rebel Clash,Pokémon,Rare,145,Unfezant,521,5/1/2020,0.15,,0.3,0.3
Sword & Shield,,swsh2-146,Rebel Clash,Pokémon,Common,146,Bunnelby,659,5/1/2020,0.06,,0.23,0.23
Sword & Shield,,swsh2-147,Rebel Clash,Pokémon,Rare,147,Diggersby,660,5/1/2020,0.16,,0.26,0.26
Sword & Shield,,swsh2-148,Rebel Clash,Pokémon,Uncommon,148,Hawlucha,701,5/1/2020,0.05,,0.16,0.16
Sword & Shield,,swsh2-149,Rebel Clash,Pokémon,Common,149,Stufful,759,5/1/2020,0.07,,0.16,0.16
Sword & Shield,,swsh2-150,Rebel Clash,Pokémon,Uncommon,150,Bewear,760,5/1/2020,0.05,,0.21,0.21
Sword & Shield,,swsh2-151,Rebel Clash,Pokémon,Common,151,Skwovet,819,5/1/2020,0.04,,0.19,0.19
Sword & Shield,,swsh2-152,Rebel Clash,Pokémon,Rare,152,Greedent,820,5/1/2020,0.23,,0.54,0.54
Sword & Shield,,swsh2-153,Rebel Clash,Pokémon,Rare Holo V,153,Dubwool V,832,5/1/2020,,0.94,,0.94
Sword & Shield,,swsh2-154,Rebel Clash,Trainer,Rare Holo,154,Boss's Orders,,5/1/2020,,3.08,3.51,3.51
Sword & Shield,,swsh2-155,Rebel Clash,Trainer,Uncommon,155,Burning Scarf,,5/1/2020,0.18,,0.19,0.19
Sword & Shield,,swsh2-156,Rebel Clash,Trainer,Uncommon,156,Capacious Bucket,,5/1/2020,0.29,,1.19,1.19
Sword & Shield,,swsh2-157,Rebel Clash,Trainer,Uncommon,157,Cursed Shovel,,5/1/2020,0.18,,0.23,0.23
Sword & Shield,,swsh2-158,Rebel Clash,Trainer,Uncommon,158,Dan,,5/1/2020,0.05,,0.18,0.18
Sword & Shield,,swsh2-159,Rebel Clash,Trainer,Uncommon,159,Full Heal,,5/1/2020,0.09,,0.19,0.19
Sword & Shield,,swsh2-160,Rebel Clash,Trainer,Uncommon,160,Galar Mine,,5/1/2020,1.5,,1.74,1.74
Sword & Shield,,swsh2-161,Rebel Clash,Trainer,Uncommon,161,Milo,,5/1/2020,0.11,,0.17,0.17
Sword & Shield,,swsh2-162,Rebel Clash,Trainer,Uncommon,162,Nugget,,5/1/2020,0.12,,0.19,0.19
Sword & Shield,,swsh2-163,Rebel Clash,Trainer,Uncommon,163,Oleana,,5/1/2020,0.1,,0.18,0.18
Sword & Shield,,swsh2-164,Rebel Clash,Trainer,Uncommon,164,Poké Ball,,5/1/2020,0.07,,0.17,0.17
Sword & Shield,,swsh2-165,Rebel Clash,Trainer,Uncommon,165,Scoop Up Net,,5/1/2020,0.37,,2.21,2.21
Sword & Shield,,swsh2-166,Rebel Clash,Trainer,Uncommon,166,Skyla,,5/1/2020,0.23,,0.9,0.9
Sword & Shield,,swsh2-167,Rebel Clash,Trainer,Uncommon,167,Sonia,,5/1/2020,0.16,,0.69,0.69
Sword & Shield,,swsh2-168,Rebel Clash,Trainer,Uncommon,168,Tool Scrapper,,5/1/2020,0.21,,1,1
Sword & Shield,,swsh2-169,Rebel Clash,Trainer,Uncommon,169,Training Court,,5/1/2020,1.15,,4.16,4.16
Sword & Shield,,swsh2-170,Rebel Clash,Trainer,Uncommon,170,Turffield Stadium,,5/1/2020,0.1,,0.45,0.45
Sword & Shield,,swsh2-171,Rebel Clash,Energy,Uncommon,171,Capture Energy,,5/1/2020,3.53,,6.19,6.19
Sword & Shield,,swsh2-172,Rebel Clash,Energy,Uncommon,172,Horror Psychic Energy,,5/1/2020,1.43,,3.57,3.57
Sword & Shield,,swsh2-173,Rebel Clash,Energy,Uncommon,173,Speed Lightning Energy,,5/1/2020,0.23,,2.47,2.47
Sword & Shield,,swsh2-174,Rebel Clash,Energy,Uncommon,174,Twin Energy,,5/1/2020,0.42,,1.16,1.16
Sword & Shield,,swsh2-175,Rebel Clash,Pokémon,Rare Ultra,175,Rillaboom V,812,5/1/2020,,4.75,,4.75
Sword & Shield,,swsh2-176,Rebel Clash,Pokémon,Rare Ultra,176,Eldegoss V,830,5/1/2020,,3.49,,3.49
Sword & Shield,,swsh2-177,Rebel Clash,Pokémon,Rare Ultra,177,Ninetales V,38,5/1/2020,,17.67,,17.67
Sword & Shield,,swsh2-178,Rebel Clash,Pokémon,Rare Ultra,178,Cinderace V,815,5/1/2020,,5.2,,5.2
Sword & Shield,,swsh2-179,Rebel Clash,Pokémon,Rare Ultra,179,Milotic V,350,5/1/2020,,10.63,,10.63
Sword & Shield,,swsh2-180,Rebel Clash,Pokémon,Rare Ultra,180,Inteleon V,818,5/1/2020,,5.91,,5.91
Sword & Shield,,swsh2-181,Rebel Clash,Pokémon,Rare Ultra,181,Boltund V,836,5/1/2020,,4.48,,4.48
Sword & Shield,,swsh2-182,Rebel Clash,Pokémon,Rare Ultra,182,Toxtricity V,849,5/1/2020,,4.16,,4.16
Sword & Shield,,swsh2-183,Rebel Clash,Pokémon,Rare Ultra,183,Dragapult V,887,5/1/2020,,8.15,,8.15
Sword & Shield,,swsh2-184,Rebel Clash,Pokémon,Rare Ultra,184,Sandaconda V,844,5/1/2020,,2.57,,2.57
Sword & Shield,,swsh2-185,Rebel Clash,Pokémon,Rare Ultra,185,Falinks V,870,5/1/2020,,3.57,,3.57
Sword & Shield,,swsh2-186,Rebel Clash,Pokémon,Rare Ultra,186,Malamar V,687,5/1/2020,,4.31,,4.31
Sword & Shield,,swsh2-187,Rebel Clash,Pokémon,Rare Ultra,187,Copperajah V,879,5/1/2020,,2.91,,2.91
Sword & Shield,,swsh2-188,Rebel Clash,Pokémon,Rare Ultra,188,Dubwool V,832,5/1/2020,,2.38,,2.38
Sword & Shield,,swsh2-189,Rebel Clash,Trainer,Rare Ultra,189,Boss's Orders,,5/1/2020,,33.81,,33.81
Sword & Shield,,swsh2-190,Rebel Clash,Trainer,Rare Ultra,190,Milo,,5/1/2020,,3.97,,3.97
Sword & Shield,,swsh2-191,Rebel Clash,Trainer,Rare Ultra,191,Oleana,,5/1/2020,,9.43,,9.43
Sword & Shield,,swsh2-192,Rebel Clash,Trainer,Rare Ultra,192,Sonia,,5/1/2020,,27.05,,27.05
Sword & Shield,,swsh2-193,Rebel Clash,Pokémon,Rare Rainbow,193,Rillaboom VMAX,812,5/1/2020,,15.06,,15.06
Sword & Shield,,swsh2-194,Rebel Clash,Pokémon,Rare Rainbow,194,Cinderace VMAX,815,5/1/2020,,16.17,,16.17
Sword & Shield,,swsh2-195,Rebel Clash,Pokémon,Rare Rainbow,195,Inteleon VMAX,818,5/1/2020,,9.06,,9.06
Sword & Shield,,swsh2-196,Rebel Clash,Pokémon,Rare Rainbow,196,Toxtricity VMAX,849,5/1/2020,,10.47,,10.47
Sword & Shield,,swsh2-197,Rebel Clash,Pokémon,Rare Rainbow,197,Dragapult VMAX,887,5/1/2020,,18.08,,18.08
Sword & Shield,,swsh2-198,Rebel Clash,Pokémon,Rare Rainbow,198,Malamar VMAX,687,5/1/2020,,8.36,,8.36
Sword & Shield,,swsh2-199,Rebel Clash,Pokémon,Rare Rainbow,199,Copperajah VMAX,879,5/1/2020,,8.59,,8.59
Sword & Shield,,swsh2-200,Rebel Clash,Trainer,Rare Rainbow,200,Boss's Orders,,5/1/2020,,25.18,,25.18
Sword & Shield,,swsh2-201,Rebel Clash,Trainer,Rare Rainbow,201,Milo,,5/1/2020,,7.69,,7.69
Sword & Shield,,swsh2-202,Rebel Clash,Trainer,Rare Rainbow,202,Oleana,,5/1/2020,,8.19,,8.19
Sword & Shield,,swsh2-203,Rebel Clash,Trainer,Rare Rainbow,203,Sonia,,5/1/2020,,19.55,,19.55
Sword & Shield,,swsh2-204,Rebel Clash,Pokémon,Rare Secret,204,Frosmoth,873,5/1/2020,,18.86,,18.86
Sword & Shield,,swsh2-205,Rebel Clash,Pokémon,Rare Secret,205,Galarian Perrserker,863,5/1/2020,,16.03,,16.03
Sword & Shield,,swsh2-206,Rebel Clash,Trainer,Rare Secret,206,Big Charm,,5/1/2020,,5.39,,5.39
Sword & Shield,,swsh2-207,Rebel Clash,Trainer,Rare Secret,207,Scoop Up Net,,5/1/2020,,15.74,,15.74
Sword & Shield,,swsh2-208,Rebel Clash,Trainer,Rare Secret,208,Tool Scrapper,,5/1/2020,,9.62,,9.62
Sword & Shield,,swsh2-209,Rebel Clash,Energy,Rare Secret,209,Twin Energy,,5/1/2020,,8.51,,8.51
Sword & Shield,,swsh3-1,Darkness Ablaze,Pokémon,Rare Holo V,1,Butterfree V,12,8/14/2020,,1.1,,1.1
Sword & Shield,,swsh3-2,Darkness Ablaze,Pokémon,Rare Holo VMAX,2,Butterfree VMAX,12,8/14/2020,,2.98,,2.98
Sword & Shield,,swsh3-3,Darkness Ablaze,Pokémon,Common,3,Paras,46,8/14/2020,0.05,,0.17,0.17
Sword & Shield,,swsh3-4,Darkness Ablaze,Pokémon,Uncommon,4,Parasect,47,8/14/2020,0.04,,0.19,0.19
Sword & Shield,,swsh3-5,Darkness Ablaze,Pokémon,Uncommon,5,Carnivine,455,8/14/2020,0.06,,0.16,0.16
Sword & Shield,,swsh3-6,Darkness Ablaze,Pokémon,Common,6,Pansage,511,8/14/2020,0.02,,0.15,0.15
Sword & Shield,,swsh3-7,Darkness Ablaze,Pokémon,Uncommon,7,Simisage,512,8/14/2020,0.05,,0.16,0.16
Sword & Shield,,swsh3-8,Darkness Ablaze,Pokémon,Common,8,Karrablast,588,8/14/2020,0.05,,0.11,0.11
Sword & Shield,,swsh3-9,Darkness Ablaze,Pokémon,Common,9,Shelmet,616,8/14/2020,0.02,,0.17,0.17
Sword & Shield,,swsh3-10,Darkness Ablaze,Pokémon,Rare,10,Accelgor,617,8/14/2020,0.09,,0.31,0.31
Sword & Shield,,swsh3-11,Darkness Ablaze,Pokémon,Common,11,Rowlet,722,8/14/2020,0.06,,0.22,0.22
Sword & Shield,,swsh3-12,Darkness Ablaze,Pokémon,Uncommon,12,Dartrix,723,8/14/2020,0.05,,0.15,0.15
Sword & Shield,,swsh3-13,Darkness Ablaze,Pokémon,Rare Holo,13,Decidueye,724,8/14/2020,,0.23,0.33,0.33
Sword & Shield,,swsh3-14,Darkness Ablaze,Pokémon,Common,14,Bounsweet,761,8/14/2020,0.03,,0.17,0.17
Sword & Shield,,swsh3-15,Darkness Ablaze,Pokémon,Uncommon,15,Steenee,762,8/14/2020,0.04,,0.15,0.15
Sword & Shield,,swsh3-16,Darkness Ablaze,Pokémon,Rare,16,Tsareena,763,8/14/2020,0.15,,0.42,0.42
Sword & Shield,,swsh3-17,Darkness Ablaze,Pokémon,Common,17,Wimpod,767,8/14/2020,0.05,,0.15,0.15
Sword & Shield,,swsh3-18,Darkness Ablaze,Pokémon,Rare Holo,18,Golisopod,768,8/14/2020,,0.25,0.45,0.45
Sword & Shield,,swsh3-19,Darkness Ablaze,Pokémon,Rare Holo V,19,Charizard V,6,8/14/2020,,7.17,,7.17
Sword & Shield,,swsh3-20,Darkness Ablaze,Pokémon,Rare Holo VMAX,20,Charizard VMAX,6,8/14/2020,,44.29,,44.29
Sword & Shield,,swsh3-21,Darkness Ablaze,Pokémon,Rare Holo V,21,Houndoom V,229,8/14/2020,,1.43,,1.43
Sword & Shield,,swsh3-22,Darkness Ablaze,Pokémon,Common,22,Torchic,255,8/14/2020,0.04,,0.18,0.18
Sword & Shield,,swsh3-23,Darkness Ablaze,Pokémon,Uncommon,23,Combusken,256,8/14/2020,0.05,,0.19,0.19
Sword & Shield,,swsh3-24,Darkness Ablaze,Pokémon,Rare Holo,24,Blaziken,257,8/14/2020,,0.46,0.68,0.68
Sword & Shield,,swsh3-25,Darkness Ablaze,Pokémon,Rare Holo,25,Heatran,485,8/14/2020,,0.24,0.4,0.4
Sword & Shield,,swsh3-26,Darkness Ablaze,Pokémon,Common,26,Pansear,513,8/14/2020,0.05,,0.19,0.19
Sword & Shield,,swsh3-27,Darkness Ablaze,Pokémon,Uncommon,27,Simisear,514,8/14/2020,0.02,,0.15,0.15
Sword & Shield,,swsh3-28,Darkness Ablaze,Pokémon,Rare,28,Galarian Darmanitan,555,8/14/2020,0.18,,0.41,0.41
Sword & Shield,,swsh3-29,Darkness Ablaze,Pokémon,Common,29,Larvesta,636,8/14/2020,0.04,,0.18,0.18
Sword & Shield,,swsh3-30,Darkness Ablaze,Pokémon,Rare,30,Volcarona,637,8/14/2020,0.16,,0.46,0.46
Sword & Shield,,swsh3-31,Darkness Ablaze,Pokémon,Uncommon,31,Fletchinder,662,8/14/2020,0.03,,0.16,0.16
Sword & Shield,,swsh3-32,Darkness Ablaze,Pokémon,Rare,32,Talonflame,663,8/14/2020,0.18,,0.36,0.36
Sword & Shield,,swsh3-33,Darkness Ablaze,Pokémon,Rare Holo V,33,Centiskorch V,851,8/14/2020,,1.02,,1.02
Sword & Shield,,swsh3-34,Darkness Ablaze,Pokémon,Rare Holo VMAX,34,Centiskorch VMAX,851,8/14/2020,,2.84,,2.84
Sword & Shield,,swsh3-35,Darkness Ablaze,Pokémon,Common,35,Galarian Mr. Mime,,8/14/2020,0.04,,0.18,0.18
Sword & Shield,,swsh3-36,Darkness Ablaze,Pokémon,Rare,36,Galarian Mr. Rime,,8/14/2020,0.25,,0.53,0.53
Sword & Shield,,swsh3-37,Darkness Ablaze,Pokémon,Rare Holo,37,Suicune,245,8/14/2020,,0.63,0.78,0.78
Sword & Shield,,swsh3-38,Darkness Ablaze,Pokémon,Common,38,Feebas,349,8/14/2020,0.03,,0.18,0.18
Sword & Shield,,swsh3-39,Darkness Ablaze,Pokémon,Rare Holo,39,Milotic,350,8/14/2020,,0.3,0.61,0.61
Sword & Shield,,swsh3-40,Darkness Ablaze,Pokémon,Uncommon,40,Relicanth,369,8/14/2020,0.06,,0.19,0.19
Sword & Shield,,swsh3-41,Darkness Ablaze,Pokémon,Common,41,Panpour,515,8/14/2020,0.05,,0.15,0.15
Sword & Shield,,swsh3-42,Darkness Ablaze,Pokémon,Uncommon,42,Simipour,516,8/14/2020,0.03,,0.16,0.16
Sword & Shield,,swsh3-43,Darkness Ablaze,Pokémon,Common,43,Galarian Darumaka,554,8/14/2020,0.05,,0.12,0.12
Sword & Shield,,swsh3-44,Darkness Ablaze,Pokémon,Rare,44,Galarian Darmanitan,555,8/14/2020,0.19,,0.47,0.47
Sword & Shield,,swsh3-45,Darkness Ablaze,Pokémon,Common,45,Vanillite,582,8/14/2020,0.06,,0.15,0.15
Sword & Shield,,swsh3-46,Darkness Ablaze,Pokémon,Uncommon,46,Vanillish,583,8/14/2020,0.05,,0.16,0.16
Sword & Shield,,swsh3-47,Darkness Ablaze,Pokémon,Rare,47,Vanilluxe,584,8/14/2020,0.14,,0.45,0.45
Sword & Shield,,swsh3-48,Darkness Ablaze,Pokémon,Common,48,Cubchoo,613,8/14/2020,0.04,,0.15,0.15
Sword & Shield,,swsh3-49,Darkness Ablaze,Pokémon,Rare,49,Beartic,614,8/14/2020,0.15,,0.31,0.31
Sword & Shield,,swsh3-50,Darkness Ablaze,Pokémon,Common,50,Wishiwashi,746,8/14/2020,0.02,,0.16,0.16
Sword & Shield,,swsh3-51,Darkness Ablaze,Pokémon,Common,51,Mareanie,747,8/14/2020,0.03,,0.21,0.21
Sword & Shield,,swsh3-52,Darkness Ablaze,Pokémon,Uncommon,52,Toxapex,748,8/14/2020,0.06,,0.18,0.18
Sword & Shield,,swsh3-53,Darkness Ablaze,Pokémon,Rare Holo,53,Dracovish,882,8/14/2020,,0.61,0.64,0.64
Sword & Shield,,swsh3-54,Darkness Ablaze,Pokémon,Rare,54,Arctovish,883,8/14/2020,0.26,,0.52,0.52
Sword & Shield,,swsh3-55,Darkness Ablaze,Pokémon,Common,55,Mareep,179,8/14/2020,0.04,,0.19,0.19
Sword & Shield,,swsh3-56,Darkness Ablaze,Pokémon,Uncommon,56,Flaaffy,180,8/14/2020,0.06,,0.19,0.19
Sword & Shield,,swsh3-57,Darkness Ablaze,Pokémon,Rare,57,Ampharos,181,8/14/2020,0.2,,0.46,0.46
Sword & Shield,,swsh3-58,Darkness Ablaze,Pokémon,Common,58,Electrike,309,8/14/2020,0.04,,0.15,0.15
Sword & Shield,,swsh3-59,Darkness Ablaze,Pokémon,Rare,59,Manectric,310,8/14/2020,0.13,,0.34,0.34
Sword & Shield,,swsh3-60,Darkness Ablaze,Pokémon,Rare Holo V,60,Vikavolt V,738,8/14/2020,,0.96,,0.96
Sword & Shield,,swsh3-61,Darkness Ablaze,Pokémon,Rare Holo,61,Tapu Koko,,8/14/2020,,0.41,0.43,0.43
Sword & Shield,,swsh3-62,Darkness Ablaze,Pokémon,Common,62,Toxel,848,8/14/2020,0.03,,0.18,0.18
Sword & Shield,,swsh3-63,Darkness Ablaze,Pokémon,Rare Holo,63,Toxtricity,849,8/14/2020,,0.33,0.53,0.53
Sword & Shield,,swsh3-64,Darkness Ablaze,Pokémon,Rare Holo,64,Pincurchin,871,8/14/2020,,0.28,0.38,0.38
Sword & Shield,,swsh3-65,Darkness Ablaze,Pokémon,Rare,65,Dracozolt,880,8/14/2020,0.23,,0.44,0.44
Sword & Shield,,swsh3-66,Darkness Ablaze,Pokémon,Rare Holo,66,Arctozolt,881,8/14/2020,,0.63,0.87,0.87
Sword & Shield,,swsh3-67,Darkness Ablaze,Pokémon,Common,67,Jigglypuff,39,8/14/2020,0.05,,0.17,0.17
Sword & Shield,,swsh3-68,Darkness Ablaze,Pokémon,Rare,68,Wigglytuff,40,8/14/2020,0.21,,0.48,0.48
Sword & Shield,,swsh3-69,Darkness Ablaze,Pokémon,Rare Holo V,69,Mew V,151,8/14/2020,,2.68,,2.68
Sword & Shield,,swsh3-70,Darkness Ablaze,Pokémon,Common,70,Snubbull,209,8/14/2020,0.03,,0.15,0.15
Sword & Shield,,swsh3-71,Darkness Ablaze,Pokémon,Rare,71,Granbull,210,8/14/2020,0.19,,0.46,0.46
Sword & Shield,,swsh3-72,Darkness Ablaze,Pokémon,Uncommon,72,Lunatone,337,8/14/2020,0.03,,0.15,0.15
Sword & Shield,,swsh3-73,Darkness Ablaze,Pokémon,Common,73,Gothita,574,8/14/2020,0.04,,0.14,0.14
Sword & Shield,,swsh3-74,Darkness Ablaze,Pokémon,Uncommon,74,Gothorita,575,8/14/2020,0.03,,0.2,0.2
Sword & Shield,,swsh3-75,Darkness Ablaze,Pokémon,Rare,75,Gothitelle,576,8/14/2020,0.15,,0.42,0.42
Sword & Shield,,swsh3-76,Darkness Ablaze,Pokémon,Common,76,Golett,622,8/14/2020,0.02,,0.18,0.18
Sword & Shield,,swsh3-77,Darkness Ablaze,Pokémon,Rare,77,Golurk,623,8/14/2020,0.13,,0.32,0.32
Sword & Shield,,swsh3-78,Darkness Ablaze,Pokémon,Uncommon,78,Dedenne,702,8/14/2020,0.17,,0.22,0.22
Sword & Shield,,swsh3-79,Darkness Ablaze,Pokémon,Common,79,Morelull,755,8/14/2020,0.03,,0.14,0.14
Sword & Shield,,swsh3-80,Darkness Ablaze,Pokémon,Uncommon,80,Shiinotic,756,8/14/2020,0.04,,0.13,0.13
Sword & Shield,,swsh3-81,Darkness Ablaze,Pokémon,Rare,81,Mimikyu,778,8/14/2020,0.36,,0.91,0.91
Sword & Shield,,swsh3-82,Darkness Ablaze,Pokémon,Common,82,Sinistea,854,8/14/2020,0.07,,0.21,0.21
Sword & Shield,,swsh3-83,Darkness Ablaze,Pokémon,Uncommon,83,Polteageist,855,8/14/2020,0.19,,0.26,0.26
Sword & Shield,,swsh3-84,Darkness Ablaze,Pokémon,Common,84,Diglett,50,8/14/2020,0.07,,0.15,0.15
Sword & Shield,,swsh3-85,Darkness Ablaze,Pokémon,Uncommon,85,Dugtrio,51,8/14/2020,0.07,,0.2,0.2
Sword & Shield,,swsh3-86,Darkness Ablaze,Pokémon,Common,86,Larvitar,246,8/14/2020,0.04,,0.18,0.18
Sword & Shield,,swsh3-87,Darkness Ablaze,Pokémon,Uncommon,87,Pupitar,247,8/14/2020,0.07,,0.21,0.21
Sword & Shield,,swsh3-88,Darkness Ablaze,Pokémon,Rare Holo,88,Tyranitar,248,8/14/2020,,0.49,0.47,0.49
Sword & Shield,,swsh3-89,Darkness Ablaze,Pokémon,Common,89,Trapinch,328,8/14/2020,0.04,,0.23,0.23
Sword & Shield,,swsh3-90,Darkness Ablaze,Pokémon,Uncommon,90,Vibrava,329,8/14/2020,0.06,,0.15,0.15
Sword & Shield,,swsh3-91,Darkness Ablaze,Pokémon,Rare,91,Flygon,330,8/14/2020,0.2,,0.36,0.36
Sword & Shield,,swsh3-92,Darkness Ablaze,Pokémon,Uncommon,92,Solrock,338,8/14/2020,0.05,,0.14,0.14
Sword & Shield,,swsh3-93,Darkness Ablaze,Pokémon,Common,93,Hippopotas,449,8/14/2020,0.02,,0.16,0.16
Sword & Shield,,swsh3-94,Darkness Ablaze,Pokémon,Rare,94,Hippowdon,450,8/14/2020,0.15,,0.4,0.4
Sword & Shield,,swsh3-95,Darkness Ablaze,Pokémon,Rare Holo V,95,Rhyperior V,464,8/14/2020,,0.86,,0.86
Sword & Shield,,swsh3-96,Darkness Ablaze,Pokémon,Rare,96,Diggersby,660,8/14/2020,0.11,,0.42,0.42
Sword & Shield,,swsh3-97,Darkness Ablaze,Pokémon,Common,97,Passimian,766,8/14/2020,0.04,,0.14,0.14
Sword & Shield,,swsh3-98,Darkness Ablaze,Pokémon,Rare,98,Galarian Sirfetch'd,865,8/14/2020,0.38,,0.47,0.47
Sword & Shield,,swsh3-99,Darkness Ablaze,Pokémon,Rare Holo V,99,Galarian Slowbro V,80,8/14/2020,,0.96,,0.96
Sword & Shield,,swsh3-100,Darkness Ablaze,Pokémon,Common,100,Grimer,88,8/14/2020,0.04,,0.18,0.18
Sword & Shield,,swsh3-101,Darkness Ablaze,Pokémon,Rare,101,Muk,89,8/14/2020,0.19,,0.37,0.37
Sword & Shield,,swsh3-102,Darkness Ablaze,Pokémon,Common,102,Spinarak,167,8/14/2020,0.05,,0.17,0.17
Sword & Shield,,swsh3-103,Darkness Ablaze,Pokémon,Uncommon,103,Ariados,168,8/14/2020,0.06,,0.15,0.15
Sword & Shield,,swsh3-104,Darkness Ablaze,Pokémon,Rare Holo V,104,Crobat V,169,8/14/2020,,2.08,,2.08
Sword & Shield,,swsh3-105,Darkness Ablaze,Pokémon,Rare Holo,105,Darkrai,491,8/14/2020,,0.36,0.61,0.61
Sword & Shield,,swsh3-106,Darkness Ablaze,Pokémon,Common,106,Purrloin,509,8/14/2020,0.05,,0.19,0.19
Sword & Shield,,swsh3-107,Darkness Ablaze,Pokémon,Rare,107,Liepard,510,8/14/2020,0.13,,0.29,0.29
Sword & Shield,,swsh3-108,Darkness Ablaze,Pokémon,Common,108,Deino,633,8/14/2020,0.03,,0.22,0.22
Sword & Shield,,swsh3-109,Darkness Ablaze,Pokémon,Uncommon,109,Zweilous,634,8/14/2020,0.07,,0.16,0.16
Sword & Shield,,swsh3-110,Darkness Ablaze,Pokémon,Rare,110,Hydreigon,635,8/14/2020,0.28,,0.44,0.44
Sword & Shield,,swsh3-111,Darkness Ablaze,Pokémon,Rare Holo,111,Hoopa,720,8/14/2020,,0.72,0.68,0.72
Sword & Shield,,swsh3-112,Darkness Ablaze,Pokémon,Common,112,Nickit,827,8/14/2020,0.03,,0.14,0.14
Sword & Shield,,swsh3-113,Darkness Ablaze,Pokémon,Rare,113,Thievul,828,8/14/2020,0.15,,0.39,0.39
Sword & Shield,,swsh3-114,Darkness Ablaze,Pokémon,Rare Holo V,114,Grimmsnarl V,861,8/14/2020,,1.02,,1.02
Sword & Shield,,swsh3-115,Darkness Ablaze,Pokémon,Rare Holo VMAX,115,Grimmsnarl VMAX,861,8/14/2020,,3.6,,3.6
Sword & Shield,,swsh3-116,Darkness Ablaze,Pokémon,Rare Holo V,116,Eternatus V,890,8/14/2020,,1.47,,1.47
Sword & Shield,,swsh3-117,Darkness Ablaze,Pokémon,Rare Holo VMAX,117,Eternatus VMAX,890,8/14/2020,,3.72,,3.72
Sword & Shield,,swsh3-118,Darkness Ablaze,Pokémon,Rare Holo V,118,Scizor V,212,8/14/2020,,1.5,,1.5
Sword & Shield,,swsh3-119,Darkness Ablaze,Pokémon,Rare Holo VMAX,119,Scizor VMAX,212,8/14/2020,,3.17,,3.17
Sword & Shield,,swsh3-120,Darkness Ablaze,Pokémon,Common,120,Skarmory,227,8/14/2020,0.04,,0.17,0.17
Sword & Shield,,swsh3-121,Darkness Ablaze,Pokémon,Common,121,Aron,304,8/14/2020,0.03,,0.17,0.17
Sword & Shield,,swsh3-122,Darkness Ablaze,Pokémon,Uncommon,122,Lairon,305,8/14/2020,0.03,,0.18,0.18
Sword & Shield,,swsh3-123,Darkness Ablaze,Pokémon,Rare Holo,123,Aggron,306,8/14/2020,,0.31,0.54,0.54
Sword & Shield,,swsh3-124,Darkness Ablaze,Pokémon,Rare,124,Escavalier,589,8/14/2020,0.15,,0.42,0.42
Sword & Shield,,swsh3-125,Darkness Ablaze,Pokémon,Common,125,Klink,599,8/14/2020,0.02,,0.19,0.19
Sword & Shield,,swsh3-126,Darkness Ablaze,Pokémon,Uncommon,126,Klang,600,8/14/2020,0.06,,0.14,0.14
Sword & Shield,,swsh3-127,Darkness Ablaze,Pokémon,Rare,127,Klinklang,601,8/14/2020,0.18,,0.4,0.4
Sword & Shield,,swsh3-128,Darkness Ablaze,Pokémon,Rare Holo V,128,Galarian Stunfisk V,618,8/14/2020,,0.83,,0.83
Sword & Shield,,swsh3-129,Darkness Ablaze,Pokémon,Common,129,Meltan,808,8/14/2020,0.05,,0.18,0.18
Sword & Shield,,swsh3-130,Darkness Ablaze,Pokémon,Rare,130,Melmetal,809,8/14/2020,0.18,,0.52,0.52
Sword & Shield,,swsh3-131,Darkness Ablaze,Pokémon,Common,131,Cufant,878,8/14/2020,0.04,,0.15,0.15
Sword & Shield,,swsh3-132,Darkness Ablaze,Pokémon,Rare Holo,132,Copperajah,879,8/14/2020,,0.34,0.42,0.42
Sword & Shield,,swsh3-133,Darkness Ablaze,Pokémon,Rare Holo,133,Kangaskhan,115,8/14/2020,,0.44,0.51,0.51
Sword & Shield,,swsh3-134,Darkness Ablaze,Pokémon,Common,134,Tauros,128,8/14/2020,0.03,,0.16,0.16
Sword & Shield,,swsh3-135,Darkness Ablaze,Pokémon,Common,135,Sentret,161,8/14/2020,0.04,,0.17,0.17
Sword & Shield,,swsh3-136,Darkness Ablaze,Pokémon,Uncommon,136,Furret,162,8/14/2020,0.04,,0.18,0.18
Sword & Shield,,swsh3-137,Darkness Ablaze,Pokémon,Common,137,Dunsparce,206,8/14/2020,0.02,,0.16,0.16
Sword & Shield,,swsh3-138,Darkness Ablaze,Pokémon,Common,138,Teddiursa,216,8/14/2020,0.04,,0.17,0.17
